a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
zero,one,0,zero,33,one,zero,zero,zero,three,7,one,43,one
one,zero,1,zero,13,zero,zero,one,zero,zero,49,one,21,zero
one,two,1,zero,26,one,zero,one,zero,two,39,one,36,one
one,zero,4,zero,9,zero,zero,zero,zero,one,39,one,19,zero
zero,zero,5,two,30,one,one,zero,zero,one,39,one,29,zero
zero,one,4,three,27,zero,zero,one,zero,one,49,one,1,one
zero,one,1,zero,20,one,zero,one,zero,three,39,one,2,one
zero,zero,3,zero,13,one,zero,zero,zero,one,39,one,23,zero
zero,one,4,three,31,zero,zero,one,zero,one,55,one,40,one
zero,two,3,two,35,zero,zero,one,zero,two,95,one,45,one
zero,zero,12,one,19,zero,zero,one,zero,one,16,one,29,zero
one,one,5,zero,12,zero,zero,zero,zero,two,47,one,15,zero
zero,zero,3,two,38,zero,zero,one,zero,zero,49,one,47,zero
one,zero,5,four,15,zero,zero,one,zero,one,39,one,25,zero
zero,zero,14,zero,10,zero,zero,zero,zero,zero,39,one,20,zero
zero,zero,3,two,13,zero,zero,one,zero,zero,39,one,23,zero
zero,one,3,one,39,zero,zero,one,zero,zero,71,one,49,zero
one,zero,4,two,44,zero,zero,one,zero,zero,47,one,54,zero
one,zero,8,zero,11,zero,zero,zero,zero,zero,29,one,21,zero
one,zero,4,three,24,zero,zero,one,zero,zero,47,one,5,zero
zero,one,3,zero,12,one,zero,zero,zero,two,51,one,22,zero
zero,zero,3,zero,22,zero,zero,zero,zero,one,47,one,32,zero
one,zero,5,one,21,one,one,zero,zero,one,43,zero,9,zero
zero,six,6,three,41,zero,zero,one,zero,three,59,one,51,one
zero,one,4,three,25,zero,zero,one,zero,three,45,one,35,one
zero,zero,3,two,52,zero,zero,one,zero,zero,49,one,20,one
zero,zero,3,two,21,one,zero,one,zero,one,26,one,31,zero
one,one,9,zero,16,zero,zero,zero,zero,zero,71,one,13,zero
zero,zero,3,two,22,one,zero,one,zero,zero,71,one,12,zero
zero,zero,1,zero,41,one,zero,one,zero,zero,41,one,32,zero
one,zero,3,two,31,zero,zero,one,zero,one,29,one,41,zero
one,zero,2,one,14,one,zero,one,zero,zero,49,one,24,zero
zero,zero,1,zero,62,zero,zero,one,zero,zero,43,one,72,zero
zero,zero,4,three,22,one,zero,one,zero,zero,49,one,32,zero
one,zero,4,three,32,zero,zero,one,zero,zero,29,one,28,zero
one,zero,3,two,36,zero,zero,one,zero,zero,49,one,46,zero
one,zero,4,zero,9,zero,zero,zero,zero,zero,65,one,4,zero
zero,zero,3,two,27,zero,zero,one,zero,zero,98,one,20,zero
zero,zero,4,two,19,one,zero,one,zero,zero,23,one,29,zero
zero,zero,6,zero,8,one,zero,zero,zero,one,19,one,12,zero
zero,zero,4,zero,6,one,zero,zero,zero,zero,53,one,15,zero
one,two,2,one,25,zero,zero,one,zero,two,83,one,35,one
one,zero,7,six,64,zero,zero,one,zero,zero,79,one,7,zero
zero,zero,4,one,52,one,zero,one,zero,zero,44,one,62,zero
zero,zero,2,one,32,zero,zero,one,zero,zero,39,one,42,zero
one,zero,1,zero,24,one,zero,one,zero,zero,39,one,4,zero
zero,one,5,one,20,zero,zero,one,zero,one,59,one,30,one
zero,zero,3,zero,9,zero,zero,zero,zero,one,89,one,12,one
zero,one,2,one,19,zero,zero,one,zero,one,98,one,15,one
one,zero,1,zero,5,zero,zero,zero,zero,zero,39,one,0,zero
one,zero,3,three,26,one,one,zero,zero,one,17,one,21,zero
zero,one,6,four,27,one,zero,one,zero,two,43,one,19,zero
zero,zero,9,zero,18,zero,zero,zero,zero,zero,39,one,16,zero
zero,zero,4,two,27,zero,zero,one,zero,zero,59,one,37,zero
zero,one,5,zero,31,one,zero,zero,zero,two,47,one,40,zero
one,zero,6,two,32,zero,zero,one,zero,zero,53,one,42,zero
one,one,3,two,30,zero,zero,one,zero,zero,47,one,40,zero
one,zero,2,one,40,zero,zero,one,zero,three,43,one,50,one
zero,zero,5,zero,5,one,zero,zero,zero,one,98,one,7,zero
zero,zero,0,zero,12,one,zero,zero,zero,zero,39,one,2,zero
one,zero,3,two,28,one,zero,one,zero,two,51,one,20,zero
one,zero,6,zero,6,one,zero,zero,zero,zero,47,one,16,zero
zero,one,6,three,52,one,zero,one,zero,zero,71,one,56,zero
zero,one,7,zero,11,zero,zero,zero,zero,one,19,one,18,zero
zero,two,3,two,23,one,zero,one,zero,one,9,one,33,zero
zero,zero,2,one,20,one,zero,one,zero,zero,58,one,30,zero
one,zero,7,six,24,one,zero,one,zero,zero,29,one,15,zero
one,two,2,zero,20,one,one,zero,zero,two,34,one,0,zero
one,zero,0,zero,56,zero,one,zero,zero,zero,59,one,12,zero
one,two,3,two,33,one,zero,one,zero,two,49,one,2,one
zero,one,3,two,37,one,zero,one,zero,zero,11,one,38,zero
zero,one,3,two,37,zero,zero,one,zero,zero,43,one,27,one
zero,zero,4,three,18,one,zero,one,zero,two,29,one,28,zero
one,zero,5,two,16,zero,zero,one,zero,zero,29,one,26,zero
zero,zero,8,two,47,zero,one,zero,zero,zero,47,one,57,zero
zero,one,7,three,30,one,zero,one,zero,one,6,one,40,zero
zero,zero,4,one,24,one,zero,zero,zero,zero,59,one,34,zero
zero,zero,2,zero,20,zero,zero,zero,zero,zero,44,one,25,zero
one,one,7,zero,11,zero,zero,zero,zero,zero,47,one,21,zero
zero,one,4,two,35,one,zero,one,zero,zero,59,one,45,zero
one,one,5,zero,10,zero,zero,zero,zero,two,43,one,20,zero
one,one,3,two,17,one,zero,one,zero,two,9,one,0,zero
zero,zero,2,zero,13,zero,zero,one,zero,zero,39,one,23,zero
zero,zero,3,two,26,zero,zero,one,zero,zero,89,one,26,one
zero,zero,2,one,48,zero,zero,one,zero,zero,57,one,56,zero
zero,zero,4,three,40,one,zero,one,zero,zero,24,one,50,zero
zero,zero,4,one,36,one,zero,one,zero,zero,47,one,15,one
zero,zero,4,three,37,zero,zero,one,zero,zero,39,zero,25,zero
one,zero,1,one,27,one,zero,zero,zero,zero,47,one,37,zero
one,zero,1,one,33,zero,zero,zero,zero,zero,49,one,30,zero
zero,one,3,one,21,one,zero,one,zero,one,19,one,7,zero
zero,one,5,four,33,zero,zero,one,zero,zero,39,one,43,one
zero,one,2,one,24,one,zero,one,zero,three,19,one,7,one
zero,zero,8,seven,46,zero,zero,one,zero,zero,39,zero,1,zero
one,zero,3,one,54,zero,zero,one,zero,zero,47,one,61,zero
one,zero,4,three,29,zero,zero,one,zero,zero,47,one,10,one
zero,zero,1,zero,40,zero,zero,one,zero,zero,43,one,50,zero
one,zero,4,two,37,zero,zero,one,zero,zero,43,one,47,zero
zero,zero,1,zero,46,one,zero,one,zero,one,47,one,56,zero
zero,one,0,zero,60,zero,one,zero,zero,zero,35,one,70,zero
zero,zero,1,zero,51,zero,one,zero,zero,zero,19,one,16,zero
one,one,3,two,39,zero,zero,one,zero,zero,35,one,35,zero
zero,zero,5,four,24,zero,zero,one,zero,one,49,one,30,zero
zero,two,3,zero,15,zero,zero,zero,zero,two,49,one,19,one
zero,one,3,two,41,zero,zero,one,zero,zero,59,one,2,zero
one,zero,3,two,20,one,zero,one,zero,one,59,one,10,one
one,one,2,one,16,zero,zero,one,zero,one,39,one,2,zero
zero,zero,4,one,12,zero,zero,one,zero,zero,43,one,17,one
zero,zero,7,six,48,zero,zero,one,zero,zero,39,one,58,zero
zero,one,2,one,31,zero,zero,one,zero,zero,43,one,19,zero
one,zero,6,three,41,one,one,zero,zero,zero,29,one,21,zero
zero,two,0,zero,11,one,zero,zero,zero,zero,59,one,21,zero
zero,one,3,two,26,one,zero,one,zero,zero,43,one,36,zero
one,one,4,three,21,one,zero,one,zero,zero,1,one,30,zero
zero,zero,6,one,44,zero,one,zero,zero,zero,59,one,3,zero
zero,one,5,four,39,zero,zero,one,zero,one,95,zero,25,zero
zero,zero,3,two,22,zero,zero,one,zero,zero,47,one,21,zero
zero,zero,6,three,39,zero,zero,one,zero,zero,59,one,32,zero
zero,zero,6,five,26,one,zero,one,zero,zero,43,one,6,zero
one,zero,3,three,25,one,zero,zero,zero,zero,19,one,24,zero
zero,two,1,one,22,one,zero,zero,zero,zero,59,one,16,zero
zero,one,0,zero,9,one,zero,zero,zero,one,41,one,0,zero
zero,zero,4,three,20,zero,zero,one,zero,zero,76,one,30,zero
zero,one,3,one,17,one,zero,one,zero,zero,39,one,20,zero
zero,one,3,two,26,zero,zero,one,zero,two,63,one,36,one
zero,zero,2,one,15,one,zero,one,zero,zero,39,one,25,zero
zero,zero,3,two,17,zero,zero,one,zero,one,39,one,27,zero
zero,zero,3,two,27,zero,zero,one,zero,one,43,one,37,zero
zero,zero,1,zero,18,zero,zero,one,zero,zero,44,one,6,zero
zero,zero,7,four,33,zero,zero,one,zero,zero,47,one,43,zero
zero,one,2,one,29,one,zero,one,zero,three,23,one,39,one
zero,one,3,two,32,zero,zero,one,zero,one,45,one,17,one
zero,zero,3,two,26,zero,zero,one,zero,two,39,one,1,zero
zero,zero,1,zero,20,zero,zero,one,zero,one,39,one,30,zero
zero,zero,3,two,36,zero,zero,one,zero,zero,39,one,44,zero
one,one,3,two,35,zero,zero,one,zero,two,59,one,20,zero
zero,two,2,one,39,zero,zero,one,zero,three,49,one,20,one
zero,one,4,zero,10,zero,zero,zero,zero,one,44,one,20,zero
zero,zero,4,three,25,one,zero,one,zero,zero,59,one,35,zero
one,zero,3,zero,8,zero,zero,zero,zero,one,29,one,7,zero
one,zero,1,zero,32,zero,zero,one,zero,two,63,one,2,one
zero,zero,4,three,19,one,zero,one,zero,two,47,one,10,zero
one,one,2,one,23,zero,zero,one,zero,two,43,one,33,one
one,one,3,two,26,zero,zero,one,zero,two,44,one,36,one
one,zero,2,one,40,zero,zero,one,zero,zero,65,one,32,zero
one,zero,7,zero,18,zero,zero,zero,zero,zero,47,one,28,zero
one,one,3,two,25,zero,zero,one,zero,one,47,one,35,zero
one,two,2,one,31,one,zero,one,zero,zero,69,one,41,zero
zero,zero,1,zero,22,zero,zero,one,zero,zero,23,one,6,zero
zero,zero,6,five,29,zero,zero,one,zero,zero,48,one,7,zero
zero,one,2,one,21,zero,zero,one,zero,three,43,one,31,one
zero,zero,2,one,15,one,zero,one,zero,two,43,one,25,zero
zero,two,6,three,27,zero,zero,one,zero,three,19,one,20,zero
zero,zero,1,zero,8,zero,zero,zero,zero,zero,39,one,18,zero
zero,two,2,one,25,zero,zero,one,zero,two,59,one,35,one
zero,zero,4,zero,5,one,zero,zero,zero,one,49,one,15,zero
zero,one,3,three,28,one,one,zero,zero,two,29,one,28,one
zero,two,4,two,31,zero,zero,one,zero,two,63,one,41,one
zero,zero,6,five,48,zero,zero,one,zero,zero,62,one,58,zero
one,one,5,two,26,zero,zero,one,one,zero,39,zero,3,one
one,zero,2,one,27,one,zero,one,zero,one,98,zero,24,zero
zero,zero,4,three,22,one,zero,one,zero,zero,39,one,15,zero
zero,zero,3,two,43,one,zero,one,zero,zero,89,one,53,zero
zero,zero,4,zero,9,zero,zero,zero,zero,one,39,one,15,zero
zero,one,3,two,26,one,zero,one,zero,three,59,one,36,one
zero,zero,2,one,15,zero,zero,one,zero,zero,44,one,25,zero
zero,zero,4,two,44,one,zero,one,zero,zero,29,one,46,zero
zero,zero,1,zero,30,zero,zero,one,zero,zero,71,one,40,zero
zero,one,2,one,41,zero,zero,one,zero,zero,39,one,14,one
zero,one,5,four,30,zero,zero,one,zero,zero,49,one,20,one
zero,zero,2,one,41,one,zero,one,zero,zero,47,one,24,zero
zero,zero,5,four,24,zero,zero,one,zero,zero,49,one,31,zero
zero,one,4,three,21,one,zero,one,zero,one,49,one,31,zero
zero,one,1,zero,18,one,zero,one,zero,two,9,one,6,zero
zero,two,2,one,35,zero,zero,one,zero,zero,87,one,43,zero
zero,zero,3,three,26,one,zero,zero,zero,zero,53,one,36,zero
zero,one,3,two,38,zero,zero,one,zero,one,49,one,48,one
one,zero,7,six,30,zero,zero,one,zero,zero,47,one,40,zero
zero,zero,4,three,53,zero,zero,one,zero,zero,44,one,39,zero
zero,one,3,zero,44,one,zero,zero,zero,two,29,one,54,zero
zero,zero,3,two,22,zero,zero,one,zero,two,59,one,20,zero
zero,zero,0,zero,38,one,one,zero,zero,zero,43,one,48,zero
zero,one,2,one,17,zero,zero,one,zero,zero,43,one,8,zero
zero,one,4,three,36,zero,zero,one,zero,zero,47,one,20,zero
zero,zero,6,one,14,one,zero,zero,zero,two,47,one,24,zero
one,one,3,two,23,zero,zero,one,zero,one,64,one,16,one
one,zero,5,four,22,zero,zero,one,zero,zero,43,one,32,zero
one,zero,5,two,30,zero,zero,one,zero,zero,47,one,40,zero
zero,one,3,two,42,zero,zero,one,zero,three,43,one,17,one
one,zero,3,two,17,zero,zero,one,zero,zero,62,one,7,zero
zero,zero,3,zero,12,zero,zero,zero,zero,one,44,one,13,zero
zero,zero,2,one,13,one,zero,one,zero,zero,43,one,23,zero
one,zero,2,one,13,zero,zero,one,zero,one,44,one,4,zero
one,one,3,two,21,zero,zero,one,zero,zero,73,one,12,one
one,zero,2,one,24,zero,zero,one,zero,one,47,one,34,zero
zero,zero,4,three,25,zero,zero,one,zero,zero,47,one,0,zero
zero,zero,4,three,16,zero,zero,one,zero,zero,43,one,4,zero
zero,zero,4,three,39,one,zero,one,zero,two,65,one,35,zero
one,two,6,zero,18,zero,zero,zero,zero,zero,41,one,6,zero
zero,zero,3,zero,9,one,one,zero,zero,one,43,one,11,zero
one,zero,2,one,18,zero,zero,one,zero,zero,47,one,28,zero
zero,zero,4,zero,27,one,zero,one,zero,one,49,one,37,zero
one,zero,3,two,40,zero,zero,one,zero,zero,47,one,14,zero
zero,zero,1,zero,20,zero,zero,one,zero,zero,49,one,15,zero
zero,one,2,zero,16,zero,zero,zero,zero,two,49,one,26,zero
zero,zero,1,zero,21,zero,zero,one,zero,zero,65,one,31,one
zero,zero,5,zero,42,zero,zero,zero,zero,zero,49,one,52,zero
one,zero,2,one,21,zero,zero,one,zero,two,59,one,31,one
zero,one,2,one,33,zero,zero,one,zero,zero,43,one,12,zero
one,zero,2,one,27,zero,zero,one,zero,zero,77,one,37,zero
zero,zero,1,zero,39,one,zero,one,zero,zero,39,one,24,zero
zero,zero,8,five,36,zero,zero,one,zero,zero,44,one,20,zero
zero,zero,4,three,51,zero,zero,one,zero,zero,49,one,25,zero
zero,zero,3,one,47,zero,zero,one,zero,zero,47,one,30,zero
zero,zero,3,two,31,zero,zero,one,zero,zero,47,one,15,zero
one,one,3,two,23,zero,zero,one,zero,one,47,one,33,one
one,zero,4,zero,17,zero,zero,zero,zero,zero,43,one,27,zero
zero,zero,5,three,35,zero,zero,one,zero,two,47,one,1,zero
zero,zero,2,one,10,zero,zero,one,zero,three,39,one,20,one
zero,zero,7,four,30,zero,zero,one,zero,zero,39,one,20,zero
zero,zero,8,zero,16,one,zero,zero,zero,two,47,one,26,zero
one,zero,2,one,24,zero,zero,one,zero,zero,49,one,34,zero
zero,zero,5,four,16,zero,zero,one,zero,zero,59,one,26,one
zero,zero,1,zero,20,one,zero,one,zero,two,43,one,4,zero
one,one,3,two,19,one,zero,one,zero,two,35,one,10,zero
zero,zero,2,two,46,one,one,zero,zero,zero,35,one,56,one
zero,one,0,zero,45,zero,one,zero,zero,three,39,one,25,one
one,one,1,zero,17,zero,zero,zero,zero,two,43,one,7,one
one,one,6,five,33,zero,zero,one,zero,zero,39,one,41,zero
zero,zero,3,two,40,zero,zero,one,zero,zero,47,one,30,zero
zero,one,3,two,27,zero,zero,one,zero,zero,79,one,37,zero
one,zero,3,one,15,one,zero,one,zero,one,23,one,10,zero
one,zero,2,zero,10,zero,zero,one,zero,zero,39,one,6,zero
one,zero,2,one,23,zero,zero,one,zero,one,35,one,33,zero
zero,zero,8,four,38,one,zero,one,zero,zero,39,one,19,one
zero,zero,2,one,42,one,zero,one,zero,zero,39,one,52,zero
one,zero,3,two,27,zero,zero,one,zero,zero,89,one,3,zero
zero,one,0,zero,22,one,one,zero,zero,three,39,one,4,one
zero,two,2,one,26,zero,zero,one,zero,three,54,one,14,one
zero,one,2,zero,23,zero,zero,zero,zero,one,39,one,33,one
one,one,2,zero,14,zero,zero,zero,zero,one,47,one,24,zero
zero,one,4,zero,7,zero,zero,zero,zero,one,24,one,17,zero
one,zero,5,three,24,zero,zero,one,zero,zero,44,one,0,zero
zero,zero,1,zero,59,zero,zero,one,zero,zero,4,one,69,zero
zero,zero,7,two,53,zero,zero,one,zero,zero,16,one,29,zero
zero,zero,3,two,40,one,zero,one,zero,zero,7,one,28,zero
zero,zero,3,two,19,zero,zero,one,zero,zero,47,one,6,zero
zero,zero,1,zero,24,zero,zero,one,zero,two,76,one,34,zero
one,two,2,one,32,one,zero,one,zero,two,49,one,42,one
zero,zero,10,eight,44,zero,zero,one,zero,zero,49,one,41,zero
zero,one,3,two,36,one,zero,one,zero,three,39,one,40,one
one,zero,2,one,33,zero,zero,one,zero,one,39,one,20,one
zero,zero,3,two,31,zero,zero,one,zero,zero,39,one,5,zero
zero,zero,9,five,27,zero,zero,one,zero,zero,55,one,16,zero
zero,zero,0,zero,2,zero,zero,zero,zero,zero,59,one,12,zero
zero,zero,2,two,47,one,one,zero,zero,zero,19,one,57,zero
one,zero,2,two,44,zero,one,zero,zero,zero,39,one,30,one
zero,zero,3,two,23,zero,zero,one,zero,zero,47,one,33,zero
one,two,2,one,31,zero,zero,one,zero,one,39,one,20,one
one,zero,6,zero,9,one,zero,zero,zero,one,55,one,10,zero
one,zero,2,one,9,one,zero,one,zero,zero,24,one,15,zero
zero,one,2,one,35,zero,zero,one,zero,zero,39,one,45,zero
zero,zero,2,zero,24,zero,zero,zero,zero,one,39,one,34,one
zero,one,2,one,30,one,zero,one,zero,zero,19,one,38,zero
one,zero,1,zero,19,zero,zero,zero,zero,one,69,one,29,zero
zero,zero,5,four,18,one,zero,zero,zero,one,29,one,18,zero
zero,zero,4,three,24,zero,zero,one,zero,zero,47,one,7,zero
zero,zero,3,two,21,zero,zero,one,zero,one,43,one,15,zero
zero,zero,6,zero,20,one,zero,zero,zero,two,19,one,30,zero
zero,one,2,one,49,zero,zero,one,zero,zero,49,one,42,one
zero,one,4,three,27,zero,zero,one,zero,zero,39,one,37,zero
zero,one,3,one,29,one,zero,zero,zero,two,71,one,39,one
zero,zero,6,zero,24,zero,zero,zero,zero,zero,43,one,26,zero
zero,one,0,zero,22,zero,zero,zero,zero,zero,43,one,32,zero
one,one,5,four,33,one,zero,one,zero,zero,39,one,43,one
one,two,3,zero,14,zero,zero,zero,zero,two,47,one,24,one
one,zero,2,one,41,zero,zero,one,zero,zero,73,one,30,zero
zero,three,4,three,39,one,zero,one,zero,zero,39,one,41,zero
one,one,3,two,31,zero,zero,one,zero,two,49,one,40,one
one,zero,0,zero,17,one,zero,zero,zero,three,43,one,26,one
one,zero,1,zero,21,one,zero,one,zero,zero,39,one,1,one
zero,zero,4,two,25,one,zero,zero,zero,two,39,one,35,zero
zero,one,4,zero,12,one,zero,one,zero,two,35,one,11,zero
zero,zero,1,zero,59,zero,zero,one,zero,zero,59,one,38,one
zero,zero,4,zero,6,one,zero,zero,zero,zero,24,one,16,zero
zero,one,1,one,42,one,one,zero,zero,two,24,one,52,zero
zero,zero,2,one,19,one,zero,one,zero,zero,29,one,29,zero
zero,zero,1,zero,34,one,zero,one,zero,one,44,one,44,zero
zero,zero,1,zero,21,zero,zero,one,zero,one,44,one,16,zero
zero,one,4,two,46,zero,zero,one,zero,one,43,one,27,one
zero,zero,2,zero,24,zero,zero,one,zero,one,39,one,5,zero
zero,zero,4,zero,9,one,zero,zero,zero,one,39,one,19,zero
one,zero,1,one,16,one,zero,zero,zero,one,39,one,18,zero
zero,zero,2,one,26,one,zero,one,zero,zero,39,one,10,zero
zero,zero,7,four,35,one,zero,one,zero,zero,39,one,45,zero
one,zero,2,zero,17,zero,zero,zero,zero,zero,39,one,27,zero
one,zero,1,zero,6,one,zero,one,zero,zero,0,one,1,zero
zero,zero,4,three,23,one,zero,one,zero,zero,39,one,6,zero
zero,one,3,one,17,one,zero,one,zero,two,39,one,27,one
zero,two,2,one,16,one,zero,one,zero,three,19,one,1,one
zero,one,1,zero,35,zero,zero,one,zero,zero,39,one,44,zero
zero,zero,7,four,46,zero,zero,one,zero,zero,59,one,28,zero
zero,one,4,two,36,one,zero,one,zero,one,39,one,46,zero
zero,zero,2,one,48,zero,zero,one,zero,zero,59,one,53,zero
zero,one,4,three,24,one,zero,one,zero,zero,69,one,32,zero
zero,zero,2,one,50,zero,zero,one,zero,zero,39,one,35,one
zero,zero,2,zero,14,zero,zero,zero,zero,zero,59,one,1,zero
zero,one,4,three,38,one,zero,one,zero,zero,69,one,48,zero
zero,zero,5,four,27,zero,zero,one,zero,zero,39,one,37,zero
zero,zero,3,two,20,zero,zero,one,zero,one,71,one,7,one
zero,zero,2,zero,47,zero,zero,zero,zero,zero,55,one,57,zero
one,zero,4,zero,13,one,zero,zero,zero,one,51,one,8,zero
one,zero,2,one,12,zero,zero,one,zero,zero,83,one,22,zero
zero,one,3,two,36,one,zero,one,zero,three,39,one,17,one
one,zero,2,zero,16,zero,zero,one,zero,zero,39,one,26,zero
zero,one,3,two,33,zero,zero,one,zero,three,39,one,25,one
zero,one,3,two,19,one,zero,one,zero,zero,29,one,29,zero
zero,zero,6,five,33,zero,zero,one,zero,zero,39,one,43,zero
zero,two,3,two,41,one,zero,one,zero,two,69,one,24,one
zero,two,3,zero,63,one,zero,zero,one,three,23,one,63,one
one,zero,4,zero,8,zero,zero,zero,zero,one,39,one,18,zero
zero,zero,2,one,20,one,one,zero,zero,two,39,one,2,one
zero,two,6,zero,14,zero,zero,zero,zero,two,47,one,24,one
zero,one,3,two,26,zero,zero,one,zero,one,71,one,33,one
zero,zero,2,one,38,zero,zero,one,zero,zero,39,one,30,zero
zero,one,1,zero,14,zero,zero,one,zero,zero,59,one,19,zero
zero,zero,4,zero,8,zero,zero,zero,zero,zero,39,one,17,zero
zero,one,2,one,23,one,zero,one,zero,two,39,one,33,zero
zero,zero,6,zero,29,one,zero,zero,zero,zero,31,one,39,zero
zero,zero,2,one,20,zero,zero,one,zero,one,83,one,28,zero
zero,one,7,three,21,one,one,zero,zero,two,39,one,31,one
zero,one,3,two,21,one,zero,one,zero,one,47,one,29,zero
one,one,4,three,27,one,zero,one,zero,two,39,one,37,one
one,one,4,three,28,one,zero,one,zero,two,19,one,3,zero
zero,zero,5,four,29,zero,zero,one,zero,zero,47,one,39,zero
zero,one,2,one,48,zero,zero,one,zero,one,29,one,44,one
zero,one,2,one,36,one,zero,one,zero,three,59,one,20,one
zero,one,4,two,35,zero,zero,one,zero,zero,39,one,30,zero
zero,zero,2,one,14,zero,zero,one,zero,two,47,one,24,zero
zero,zero,5,four,21,zero,zero,one,zero,zero,47,one,31,zero
zero,three,1,zero,45,one,zero,one,zero,zero,31,one,35,zero
zero,one,0,zero,18,zero,zero,zero,zero,one,55,one,10,zero
zero,zero,4,two,27,one,zero,one,zero,zero,47,one,37,zero
zero,one,5,four,29,one,zero,one,zero,two,39,one,39,one
one,one,4,two,40,one,zero,one,zero,zero,47,one,3,zero
zero,zero,1,zero,40,zero,zero,one,zero,one,43,one,50,zero
one,one,3,two,29,zero,zero,one,zero,two,39,one,39,zero
one,zero,5,two,63,one,one,zero,zero,zero,59,zero,73,zero
one,zero,0,zero,17,zero,zero,zero,zero,two,39,one,27,one
one,zero,3,two,21,one,zero,one,zero,zero,29,one,11,zero
zero,one,1,zero,17,zero,zero,one,zero,one,53,one,27,zero
zero,zero,7,five,40,zero,zero,one,zero,zero,77,one,10,zero
zero,zero,1,zero,9,zero,zero,zero,zero,zero,14,one,19,zero
zero,zero,7,five,36,zero,zero,one,zero,zero,47,one,46,zero
zero,zero,1,zero,52,zero,zero,one,zero,three,43,one,15,one
zero,zero,0,zero,37,zero,zero,zero,zero,one,34,one,6,zero
one,zero,1,zero,41,zero,zero,one,zero,zero,41,one,15,zero
one,zero,1,zero,16,one,zero,zero,zero,two,39,one,0,zero
zero,zero,0,zero,21,zero,zero,zero,zero,zero,24,one,21,zero
zero,one,2,one,24,zero,zero,one,zero,one,47,one,34,one
zero,zero,5,zero,16,zero,one,zero,zero,one,47,one,2,zero
one,zero,2,one,24,zero,zero,one,zero,zero,79,one,25,one
zero,zero,4,three,27,one,zero,one,zero,zero,34,one,37,zero
zero,zero,5,one,38,zero,zero,one,zero,zero,39,one,48,zero
one,one,5,zero,15,zero,zero,zero,zero,zero,49,one,19,one
zero,one,3,two,22,zero,zero,one,zero,one,59,one,32,zero
zero,one,2,one,20,zero,zero,one,zero,zero,59,one,30,zero
one,one,4,three,21,zero,zero,one,zero,zero,44,one,31,one
zero,zero,5,zero,34,zero,zero,zero,zero,zero,29,one,30,zero
one,zero,6,five,14,zero,zero,one,zero,zero,47,one,5,zero
one,one,2,one,20,zero,zero,one,zero,three,71,one,30,one
zero,one,2,one,16,one,one,zero,zero,one,39,one,25,zero
one,zero,4,three,34,zero,zero,one,zero,zero,47,one,44,one
zero,zero,2,one,19,zero,zero,one,zero,zero,39,one,29,zero
zero,zero,3,two,29,one,zero,one,zero,zero,49,one,39,zero
zero,zero,2,one,21,zero,zero,one,zero,one,29,one,31,zero
zero,zero,1,zero,34,zero,zero,one,zero,one,69,one,44,zero
zero,zero,0,zero,47,one,one,zero,zero,zero,29,one,57,zero
